Image Name,Matching Percentage,ROI Location
2.JPG,2.319728583097458,"(0, 0)"
1.JPG,-1.6111396253108978,"(0, 0)"
5.JPG,0.42162095196545124,"(0, 0)"
a.JPG,100.0,"(0, 0)"
4.JPG,-0.2783984178677201,"(0, 0)"
3.JPG,0.748300040140748,"(0, 0)"
