Test Image,Best Match,Match Percentage,MatchPercentage Class,Confidence Score,Threshold
188.JPG,Class_null,0.4710353592437201,Class_null,5.272183561267539,0.5
157.jpg,Class_null,0.4469728197830395,Class_null,5.267641792527531,0.5
36.jpg,class_3,0.37765360462140163,class_3,5.234812068353297,0.5
201.JPG,Class_null,0.12417173318305941,Class_null,5.267891409696073,0.5
203.JPG,Class_null,0.8932187676134061,Class_null,5.254939577514186,0.5
66.jpg,Class_null,0.13754752752914856,Class_null,5.258678583345337,0.5
237.JPG,class_1,0.48735501498248346,class_1,5.225921551227555,0.5
42.JPG,class_4,0.7875773291262675,class_4,5.205984065277253,0.5
192.JPG,Class_null,0.31919315667851345,Class_null,5.2659919269439905,0.5
131.jpg,Class_null,0.795533079467255,Class_null,5.25876577589973,0.5
218.JPG,Class_null,0.8118701212308954,Class_null,5.27678387972292,0.5
166.jpg,Class_null,0.7843137384396536,Class_null,5.246270819035724,0.5
246.JPG,Class_null,0.11764781675493063,Class_null,5.257826488459697,0.5
252.JPG,Class_null,0.2854213613753229,Class_null,5.2911130944807425,0.5
281.jpg,class_4,0.2241094186963305,class_4,5.2514983630130745,0.5
57.JPG,Class_null,0.3523127561502344,Class_null,5.290461319698855,0.5
240.JPG,Class_null,0.9586278149630809,Class_null,5.284612012350935,0.5
60.jpg,Class_null,0.5208046297006041,Class_null,5.250745602200169,0.5
2.JPG,Class_null,0.5889793559672822,Class_null,5.197412095381375,0.5
12.jpg,class_3,0.7019203242960147,class_3,5.277775280225688,0.5
190.JPG,Class_null,0.3211563718617606,Class_null,5.241777526792728,0.5
200.JPG,class_1,0.27787662631795673,class_1,5.186896577142208,0.5
150.jpg,class_4,0.7509757279103741,class_4,5.2506482924204745,0.5
272.JPG,Class_null,0.21412711731075018,Class_null,5.2722191257501985,0.5
98.jpg,Class_null,0.40749074024623655,Class_null,5.212410572772835,0.5
20.jpg,Class_null,0.40273366617714457,Class_null,5.273603873039739,0.5
293.JPG,Class_null,0.8285786552403054,Class_null,5.277776557734481,0.5
265.JPG,Class_null,0.834516700842611,Class_null,5.25759002827107,0.5
