Test Image,Best Match,Match Percentage,MatchPercentage Class,Confidence Score,Threshold
80.jpg,tt.JPG,0.3947144892127106,tt.JPG,40.30969069704759,0.2
148.jpg,ww.JPG,0.38025348602556464,ww.JPG,40.30836247362701,0.2
197.JPG,m.jpg,0.19593023358483574,m.jpg,40.31073530932885,0.2
177.jpeg,cc.JPG,0.2534024362199594,cc.JPG,40.31076436609345,0.2
238.JPG,tt.JPG,0.06801776936573345,tt.JPG,40.31503146899642,0.2
174.jpg,q.jpg,0.2861351801273758,q.jpg,40.313011770946986,0.2
19.jpg,tt.JPG,0.38288157966299974,tt.JPG,40.317517123015115,0.2
152.jpg,tt.JPG,0.9604727303158055,tt.JPG,40.31589915981202,0.2
258.JPG,tt.JPG,0.7802681300005827,tt.JPG,40.310487126600364,0.2
216.JPG,ss.JPG,0.05468379314274341,ss.JPG,40.31148617653492,0.2
298.JPG,k.JPG,0.7219560648257107,k.JPG,40.30043182428795,0.2
22.jpg,tt.JPG,0.45700607016951955,tt.JPG,40.31289494516401,0.2
85.jpg,z.jpg,0.7235792643405519,z.jpg,40.3172815979293,0.2
54.JPG,z.jpg,0.7759600881557761,z.jpg,40.31616991694036,0.2
306.JPG,tt.JPG,0.8080400948618898,tt.JPG,40.31614548193851,0.2
4.JPG,u.jpg,0.7146479515744311,u.jpg,40.31746496765616,0.2
231.JPG,yy.jpeg,0.634122324264447,yy.jpeg,40.30616815240111,0.2
41.JPG,tt.JPG,0.876588591270283,tt.JPG,40.31527445699602,0.2
260.JPG,z.jpg,0.1644743289245718,z.jpg,40.310450773824165,0.2
132.jpg,z.jpg,0.19252401439109978,z.jpg,40.31410814997618,0.2
270.JPG,tt.JPG,0.5000078433690228,tt.JPG,40.315876097570985,0.2
241.JPG,k.JPG,0.7968381829729284,k.JPG,40.319361263395535,0.2
113.jpg,ww.JPG,0.1927495064891358,ww.JPG,40.29948931401213,0.2
219.JPG,l.JPG,0.3696342663849189,l.JPG,40.31243015527196,0.2
198.JPG,ss.JPG,0.09717178485008038,ss.JPG,40.311177506260044,0.2
236.JPG,z.jpg,0.7737798099502149,z.jpg,40.30500949525249,0.2
169.jpg,z.jpg,0.056683022056724375,z.jpg,40.30841867144638,0.2
62.jpg,z.jpg,0.8396485502568292,z.jpg,40.31287159850797,0.2
63.jpg,e.jpg,0.360220693298407,e.jpg,40.306629563989915,0.2
3.JPG,cc.JPG,0.41801351625473593,cc.JPG,40.30615182533867,0.2
111.jpg,z.jpg,0.6825664522968448,z.jpg,40.31116495674318,0.2
38.jpg,z.jpg,0.5363619906573627,z.jpg,40.30750978174533,0.2
26.jpg,tt.JPG,0.22928095270547366,tt.JPG,40.3169254213415,0.2
81.jpg,q.jpg,0.6560223605940648,q.jpg,40.30441331323524,0.2
68.jpg,tt.JPG,0.9890657036638486,tt.JPG,40.30694637740516,0.2
245.JPG,z.jpg,0.35341496755261537,z.jpg,40.312691278602664,0.2
55.JPG,tt.JPG,0.9548841045179987,tt.JPG,40.31179686502989,0.2
109.jpg,z.jpg,0.7205235776104572,z.jpg,40.31508438624833,0.2
244.JPG,b.jpg,0.5794926758237642,b.jpg,40.31694062714671,0.2
45.JPG,z.jpg,0.8496739790090942,z.jpg,40.318111260882695,0.2
72.jpg,z.jpg,0.9255329768942686,z.jpg,40.30948623800004,0.2
