Test Image,Best Match,Match Percentage,MatchPercentage Class,Threshold
113.jpg,class_5,0.45506835487262676,class_5,0.5
219.JPG,class_1,0.6632278368376568,class_1,0.5
198.JPG,class_5,0.3420197857347492,class_5,0.5
236.JPG,class_4,0.04168497730371268,class_4,0.5
169.jpg,class_4,0.3691549662668622,class_4,0.5
62.jpg,class_4,0.8971327128913915,class_4,0.5
63.jpg,class_4,0.17921346562511464,class_4,0.5
3.JPG,class_1,0.098064511870817,class_1,0.5
111.jpg,class_5,0.7451632162375467,class_5,0.5
38.jpg,class_4,0.5593637496014876,class_4,0.5
26.jpg,class_5,0.10758100817067995,class_5,0.5
81.jpg,class_4,0.8769100594546603,class_4,0.5
68.jpg,class_4,0.9679352501536164,class_4,0.5
245.JPG,class_4,0.31188590210559863,class_4,0.5
55.JPG,class_5,0.7277671001055065,class_5,0.5
109.jpg,class_4,0.8822532740624118,class_4,0.5
244.JPG,class_1,0.8419493285345059,class_1,0.5
45.JPG,class_2,0.19748442464561555,class_2,0.5
72.jpg,class_4,0.2698039189007432,class_4,0.5
182.JPG,class_3,0.5631768880728855,class_3,0.5
93.jpg,class_4,0.04534409159338615,class_4,0.5
167.jpg,class_5,0.8168977472409373,class_5,0.5
69.jpg,class_5,0.9423935201552384,class_5,0.5
208.JPG,class_4,0.5278169987603559,class_4,0.5
277.jpg,class_4,0.09475490001841247,class_4,0.5
17.jpg,class_5,0.5139498632933223,class_5,0.5
140.jpg,class_1,0.4845161733115614,class_1,0.5
230.JPG,class_5,0.19538766786472184,class_5,0.5
284.JPG,class_1,0.6306976034401853,class_1,0.5
6.jpg,class_2,0.20453046535849617,class_2,0.5
268.JPG,class_5,0.12277587907903076,class_5,0.5
185.JPG,class_4,0.4700095451810279,class_4,0.5
92.jpg,class_4,0.7847078079127648,class_4,0.5
47.JPG,class_4,0.8420413211677189,class_4,0.5
209.JPG,class_3,0.3995566578660209,class_3,0.5
181.JPG,class_5,0.5719179283036144,class_5,0.5
107.jpg,class_4,0.32423233449506816,class_4,0.5
43.JPG,class_4,0.8465632580921972,class_4,0.5
